passage_id,book,model_key,source_passage,interpretation,distortion_score,notes
animal_farm_001,animal_farm,,"Then a goose came forward and confessed to having secreted six ears of corn during the last year’s harvest and eaten them in the night. Then a sheep confessed to having urinated in the drinking pool—urged to do this, so she said, by Snowball—and two other sheep confessed to having murdered an old ram, an especially devoted follower of Napoleon, by chasing him round and round a bonfire when he was suffering from a cough. They were all slain on the spot. And so the tale of confessions and executions went on, until there was a pile of corpses lying before Napoleon’s feet and the air was heavy with the smell of blood, which had been unknown there since the expulsion of Jones. When it was all over, the remaining animals, except for the pigs and dogs, crept away in a body.",,,
animal_farm_002,animal_farm,,"Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement. Their relations with the human race were now not quite the same as they had been before. The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever. Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure. They would meet in the public-houses and prove to one another by means of diagrams that the windmill was bound to fall down, or that if it did stand up, then that it would never work.",,,
animal_farm_003,animal_farm,,"As for the dogs, when they grow old and toothless, Jones ties a brick round their necks and drowns them in the nearest pond. “Is it not crystal clear, then, comrades, that all the evils of this life of ours spring from the tyranny of human beings? Only get rid of Man, and the produce of our labour would be our own. Almost overnight we could become rich and free. Why, work night and day, body and soul, for the overthrow of the human race! That is my message to you, comrades: Rebellion! I do not know when that Rebellion will come, it might be in a week or in a hundred years, but I know, as surely as I see this straw beneath my feet, that sooner or later justice will be done. Fix your eyes on that, comrades, throughout the short remainder of your lives!",,,
animal_farm_004,animal_farm,,"They had been warned earlier that this sacrifice might be necessary, but had not believed that it would really happen. They were just getting their clutches ready for the spring sitting, and they protested that to take the eggs away now was murder. For the first time since the expulsion of Jones, there was something resembling a rebellion. Led by three young Black Minorca pullets, the hens made a determined effort to thwart Napoleon’s wishes. Their method was to fly up to the rafters and there lay their eggs, which smashed to pieces on the floor. He ordered the hens’ rations to be stopped, and decreed that any animal giving so much as a grain of corn to a hen should be punished by death. The dogs saw to it that these orders were carried out.",,,
animal_farm_006,animal_farm,,"It now appeared that Snowball was not, after all, hiding on Pinchfield Farm, and in fact had never been there in his life: he was living—in considerable luxury, so it was said—at Foxwood, and had in reality been a pensioner of Pilkington for years past. The pigs were in ecstasies over Napoleon’s cunning. By seeming to be friendly with Pilkington he had forced Frederick to raise his price by twelve pounds. But the superior quality of Napoleon’s mind, said Squealer, was shown in the fact that he trusted nobody, not even Frederick. Frederick had wanted to pay for the timber with something called a cheque, which, it seemed, was a piece of paper with a promise to pay written upon it. But Napoleon was too clever for him. He had demanded payment in real five-pound notes, which were to be handed over before the timber was removed.",,,
animal_farm_007,animal_farm,,"And when Squealer went on to give further graphic details of Boxer’s death-bed, the admirable care he had received, and the expensive medicines for which Napoleon had paid without a thought as to the cost, their last doubts disappeared and the sorrow that they felt for their comrade’s death was tempered by the thought that at least he had died happy. Napoleon himself appeared at the meeting on the following Sunday morning and pronounced a short oration in Boxer’s honour. It had not been possible, he said, to bring back their lamented comrade’s remains for interment on the farm, but he had ordered a large wreath to be made from the laurels in the farmhouse garden and sent down to be placed on Boxer’s grave. And in a few days’ time the pigs intended to hold a memorial banquet in Boxer’s honour.",,,
animal_farm_008,animal_farm,,"It was announced that later, when bricks and timber had been purchased, a schoolroom would be built in the farmhouse garden. For the time being, the young pigs were given their instruction by Napoleon himself in the farmhouse kitchen. They took their exercise in the garden, and were discouraged from playing with the other young animals. About this time, too, it was laid down as a rule that when a pig and any other animal met on the path, the other animal must stand aside: and also that all pigs, of whatever degree, were to have the privilege of wearing green ribbons on their tails on Sundays. The farm had had a fairly successful year, but was still short of money.",,,
animal_farm_009,animal_farm,,"Rumours of a wonderful farm, where the human beings had been turned out and the animals managed their own affairs, continued to circulate in vague and distorted forms, and throughout that year a wave of rebelliousness ran through the countryside. Bulls which had always been tractable suddenly turned savage, sheep broke down hedges and devoured the clover, cows kicked the pail over, hunters refused their fences and shot their riders on to the other side. Above all, the tune and even the words of “Beasts of England” were known everywhere. It had spread with astonishing speed. The human beings could not contain their rage when they heard this song, though they pretended to think it merely ridiculous. They could not understand, they said, how even animals could bring themselves to sing such contemptible rubbish. Any animal caught singing it was given a flogging on the spot.",,,
animal_farm_010,animal_farm,,"And the news soon leaked out that every pig was now receiving a ration of a pint of beer daily, with half a gallon for Napoleon himself, which was always served to him in the Crown Derby soup tureen. But if there were hardships to be borne, they were partly offset by the fact that life nowadays had a greater dignity than it had had before. There were more songs, more speeches, more processions. Napoleon had commanded that once a week there should be held something called a Spontaneous Demonstration, the object of which was to celebrate the struggles and triumphs of Animal Farm. At the appointed time the animals would leave their work and march round the precincts of the farm in military formation, with the pigs leading, then the horses, then the cows, then the sheep, and then the poultry.",,,
fahrenheit_033,fahrenheit,,"He was a thing of brush and liquid eye, of fur and muzzle and hoof, he was a thing of horn and blood that would smell like autumn if you bled it out on the ground. He stood a long long time, listening to the warm crackle of the flames. There was a silence gathered all about that fire and the silence was in the men's faces, and time was there, time enough to sit by this rusting track under the trees, and look at the world and turn it over with the eyes, as if it were held to the centre of the bonfire, a piece of steel these men were all shaping. It was not only the fire that was different. Montag moved toward this special silence that was concerned with all of the world.",,,
fahrenheit_034,fahrenheit,,"I mean to have firemen burn our houses and our books.” “We haven't any books.” “But if we did have some.” “You got some?” Beatty blinked slowly. “No.” Montag gazed beyond them to the wall with the typed lists of a million forbidden books. Their names leapt in fire, burning down the years under his axe and his hose which sprayed not water but kerosene. “No.” But in his mind, a cool wind started up and blew out of the ventilator grille at home, softly, softly, chilling his face. And, again, he saw himself in a green park talking to an old man, a very old man, and the wind from the park was cold, too. Montag hesitated, “Was — was it always like this? I mean, well, once upon a time…” “Once upon a time!” Beatty said.",,,
fahrenheit_035,fahrenheit,,"Later, the men around Montag could not say if they had really seen anything. Perhaps the merest flourish of light and motion in the sky. Perhaps the bombs were there, and the jets, ten miles, five miles, one mile up, for the merest instant, like grain thrown over the heavens by a great sowing hand, and the bombs drifting with dreadful swiftness, yet sudden slowness, down upon the morning city they had left behind. The bombardment was to all intents and purposes finished, once the jets had sighted their target, alerted their bombardiers at five thousand miles an hour; as quick as the whisper of a scythe the war was finished. Once the bomb-release was yanked it was over.",,,
fahrenheit_036,fahrenheit,,"We're not out to incite or anger anyone yet. For if we are destroyed, the knowledge is dead, perhaps for good. We are model citizens, in our own special way; we walk the old tracks, we lie in the hills at night, and the city people let us be. We're stopped and searched occasionally, but there's nothing on our persons to incriminate us. The organization is flexible, very loose, and fragmentary. Some of us have had plastic surgery on our faces and fingerprints. Right now we have a horrible job; we're waiting for the war to begin and, as quickly, end. It's not pleasant, but then we're not in control, we're the odd minority crying in the wilderness. When the war's over, perhaps we can be of some use in the world.” “Do you really think they'll listen then?” “If not, we'll just have to wait.",,,
fahrenheit_037,fahrenheit,,"They see only the blaze, the pretty fire, as you saw it.” “Montag, old men who stay at home, afraid, tending their peanut-brittle bones, have no right to criticize. Yet you almost killed things at the start. I must admit that your blind raging invigorated me. But now — I want you to feel old, I want a little of my cowardice to be distilled in you tonight. The next few hours, when you see Captain Beatty, tiptoe round him, let me hear him for you, let me feel the situation out. Forget the poor, silly women…” “I made them unhappier than they have been in years, I think,” said Montag. “It shocked me to see Mrs. Maybe they're right, maybe it's best not to face things, to run, have fun. I feel guilty —” “No, you mustn't!",,,
fahrenheit_038,fahrenheit,,"The way the clouds moved aside and came back, and the way the stars looked, a million of them swimming between the clouds, like the enemy discs, and the feeling that the sky might fall upon the city and turn it to chalk dust, and the moon go up in red fire; that was how the night felt. Montag walked from the subway with the money in his pocket (he had visited the bank which was open all night and every night with robot tellers in attendance) and as he walked he was listening to the Seashell radio in one car…? We have mobilized a million men. Quick victory is ours if the war comes…"" Music flooded over the voice quickly and it was gone. “Ten million men mobilized,” Faber's voice whispered in his other ear. It's happier.” “Faber?” “Yes?” “I'm not thinking.",,,
fahrenheit_039,fahrenheit,,"The light from the overhead lamps seemed as bright and revealing as the midday sun and just as hot. He listened to the sound of the car picking up speed two blocks away on his right. Its movable headlights jerked back and forth suddenly, and caught at Montag. Montag faltered, got a grip on the books, and forced himself not to freeze. Instinctively he took a few quick, running steps then talked out loud to himself and pulled up to stroll again. He was now half across the street, but the roar from the beetle's engines whined higher as it put on speed. But slow now; slow, quiet, don't turn, don't look, don't seem concerned. The beetle was in high thunder. The beetle came in a single whistling trajectory, fired from an invisible rifle. It was up to 120 m.p.h. It was up to 130 at least.",,,
fahrenheit_040,fahrenheit,,"Her face, turned to him now, was fragile milk crystal with a soft and constant light in it. It was not the hysterical light of electricity but — what? But the strangely comfortable and rare and gently flattering light of the candle. One time, when he was a child, in a power-failure, his mother had found and lit a last candle and there had been a brief hour of rediscovery, of such illumination that space lost its vast dimensions and drew comfortably around them, and they, mother and son, alone, transformed, hoping that the power might not come on again too soon… And then Clarisse McClellan said: “Do you mind if I ask? How long have you worked at being a fireman?” “Since I was twenty, ten years ago.” “Do you ever read any of the books you burn?” He laughed.",,,
fahrenheit_041,fahrenheit,,"Captain Beatty, his poker cards in one pink hand, walked with exaggerated slowness to the phone and ripped out the address when the report was finished. He glanced perfunctorily at it, and shoved it in his pocket. He came back and sat down. “It can wait exactly forty seconds while I take all the money away from you,” said Beatty, happily. Going out of this game?” “Yes.” “Hold on. Well, come to think of it, we can finish this hand later. Just leave your cards face down and hustle the equipment. On the double now.” And Beatty rose up again. I'd hate to think you were coming down with another fever…” “I'll be all right.” “You'll be fine.",,,
fahrenheit_042,fahrenheit,,"He glanced back at the wall. How like a mirror, too, her face. Impossible: for how many people did you know that refracted your own light to you? People were more often — he searched for a simile, found one in his work — torches, blazing away until they whiffed out. How rarely did other people's faces take of you and throw back to you your own expression, your own innermost trembling thought? What incredible power of identification the girl had; she was like the eager watcher of a marionette show, anticipating each flicker of an eyelid, each gesture of his hand, each flick of a finger, the moment before it began. How long had they walked together? Yet how large that time seemed now. How immense a figure she was on the stage before him; what a shadow she threw on the wall with her slender body!",,,
fahrenheit_033,fahrenheit,,"He was a thing of brush and liquid eye, of fur and muzzle and hoof, he was a thing of horn and blood that would smell like autumn if you bled it out on the ground. He stood a long long time, listening to the warm crackle of the flames. There was a silence gathered all about that fire and the silence was in the men's faces, and time was there, time enough to sit by this rusting track under the trees, and look at the world and turn it over with the eyes, as if it were held to the centre of the bonfire, a piece of steel these men were all shaping. It was not only the fire that was different. Montag moved toward this special silence that was concerned with all of the world.",,,
fahrenheit_034,fahrenheit,,"I mean to have firemen burn our houses and our books.” “We haven't any books.” “But if we did have some.” “You got some?” Beatty blinked slowly. “No.” Montag gazed beyond them to the wall with the typed lists of a million forbidden books. Their names leapt in fire, burning down the years under his axe and his hose which sprayed not water but kerosene. “No.” But in his mind, a cool wind started up and blew out of the ventilator grille at home, softly, softly, chilling his face. And, again, he saw himself in a green park talking to an old man, a very old man, and the wind from the park was cold, too. Montag hesitated, “Was — was it always like this? I mean, well, once upon a time…” “Once upon a time!” Beatty said.",,,
fahrenheit_035,fahrenheit,,"Later, the men around Montag could not say if they had really seen anything. Perhaps the merest flourish of light and motion in the sky. Perhaps the bombs were there, and the jets, ten miles, five miles, one mile up, for the merest instant, like grain thrown over the heavens by a great sowing hand, and the bombs drifting with dreadful swiftness, yet sudden slowness, down upon the morning city they had left behind. The bombardment was to all intents and purposes finished, once the jets had sighted their target, alerted their bombardiers at five thousand miles an hour; as quick as the whisper of a scythe the war was finished. Once the bomb-release was yanked it was over.",,,
fahrenheit_036,fahrenheit,,"We're not out to incite or anger anyone yet. For if we are destroyed, the knowledge is dead, perhaps for good. We are model citizens, in our own special way; we walk the old tracks, we lie in the hills at night, and the city people let us be. We're stopped and searched occasionally, but there's nothing on our persons to incriminate us. The organization is flexible, very loose, and fragmentary. Some of us have had plastic surgery on our faces and fingerprints. Right now we have a horrible job; we're waiting for the war to begin and, as quickly, end. It's not pleasant, but then we're not in control, we're the odd minority crying in the wilderness. When the war's over, perhaps we can be of some use in the world.” “Do you really think they'll listen then?” “If not, we'll just have to wait.",,,
fahrenheit_037,fahrenheit,,"They see only the blaze, the pretty fire, as you saw it.” “Montag, old men who stay at home, afraid, tending their peanut-brittle bones, have no right to criticize. Yet you almost killed things at the start. I must admit that your blind raging invigorated me. But now — I want you to feel old, I want a little of my cowardice to be distilled in you tonight. The next few hours, when you see Captain Beatty, tiptoe round him, let me hear him for you, let me feel the situation out. Forget the poor, silly women…” “I made them unhappier than they have been in years, I think,” said Montag. “It shocked me to see Mrs. Maybe they're right, maybe it's best not to face things, to run, have fun. I feel guilty —” “No, you mustn't!",,,
fahrenheit_038,fahrenheit,,"The way the clouds moved aside and came back, and the way the stars looked, a million of them swimming between the clouds, like the enemy discs, and the feeling that the sky might fall upon the city and turn it to chalk dust, and the moon go up in red fire; that was how the night felt. Montag walked from the subway with the money in his pocket (he had visited the bank which was open all night and every night with robot tellers in attendance) and as he walked he was listening to the Seashell radio in one car…? We have mobilized a million men. Quick victory is ours if the war comes…"" Music flooded over the voice quickly and it was gone. “Ten million men mobilized,” Faber's voice whispered in his other ear. It's happier.” “Faber?” “Yes?” “I'm not thinking.",,,
fahrenheit_039,fahrenheit,,"The light from the overhead lamps seemed as bright and revealing as the midday sun and just as hot. He listened to the sound of the car picking up speed two blocks away on his right. Its movable headlights jerked back and forth suddenly, and caught at Montag. Montag faltered, got a grip on the books, and forced himself not to freeze. Instinctively he took a few quick, running steps then talked out loud to himself and pulled up to stroll again. He was now half across the street, but the roar from the beetle's engines whined higher as it put on speed. But slow now; slow, quiet, don't turn, don't look, don't seem concerned. The beetle was in high thunder. The beetle came in a single whistling trajectory, fired from an invisible rifle. It was up to 120 m.p.h. It was up to 130 at least.",,,
fahrenheit_040,fahrenheit,,"Her face, turned to him now, was fragile milk crystal with a soft and constant light in it. It was not the hysterical light of electricity but — what? But the strangely comfortable and rare and gently flattering light of the candle. One time, when he was a child, in a power-failure, his mother had found and lit a last candle and there had been a brief hour of rediscovery, of such illumination that space lost its vast dimensions and drew comfortably around them, and they, mother and son, alone, transformed, hoping that the power might not come on again too soon… And then Clarisse McClellan said: “Do you mind if I ask? How long have you worked at being a fireman?” “Since I was twenty, ten years ago.” “Do you ever read any of the books you burn?” He laughed.",,,
fahrenheit_041,fahrenheit,,"Captain Beatty, his poker cards in one pink hand, walked with exaggerated slowness to the phone and ripped out the address when the report was finished. He glanced perfunctorily at it, and shoved it in his pocket. He came back and sat down. “It can wait exactly forty seconds while I take all the money away from you,” said Beatty, happily. Going out of this game?” “Yes.” “Hold on. Well, come to think of it, we can finish this hand later. Just leave your cards face down and hustle the equipment. On the double now.” And Beatty rose up again. I'd hate to think you were coming down with another fever…” “I'll be all right.” “You'll be fine.",,,
fahrenheit_042,fahrenheit,,"He glanced back at the wall. How like a mirror, too, her face. Impossible: for how many people did you know that refracted your own light to you? People were more often — he searched for a simile, found one in his work — torches, blazing away until they whiffed out. How rarely did other people's faces take of you and throw back to you your own expression, your own innermost trembling thought? What incredible power of identification the girl had; she was like the eager watcher of a marionette show, anticipating each flicker of an eyelid, each gesture of his hand, each flick of a finger, the moment before it began. How long had they walked together? Yet how large that time seemed now. How immense a figure she was on the stage before him; what a shadow she threw on the wall with her slender body!",,,
fahrenheit_033,fahrenheit,,"He was a thing of brush and liquid eye, of fur and muzzle and hoof, he was a thing of horn and blood that would smell like autumn if you bled it out on the ground. He stood a long long time, listening to the warm crackle of the flames. There was a silence gathered all about that fire and the silence was in the men's faces, and time was there, time enough to sit by this rusting track under the trees, and look at the world and turn it over with the eyes, as if it were held to the centre of the bonfire, a piece of steel these men were all shaping. It was not only the fire that was different. Montag moved toward this special silence that was concerned with all of the world.",,,
fahrenheit_034,fahrenheit,,"I mean to have firemen burn our houses and our books.” “We haven't any books.” “But if we did have some.” “You got some?” Beatty blinked slowly. “No.” Montag gazed beyond them to the wall with the typed lists of a million forbidden books. Their names leapt in fire, burning down the years under his axe and his hose which sprayed not water but kerosene. “No.” But in his mind, a cool wind started up and blew out of the ventilator grille at home, softly, softly, chilling his face. And, again, he saw himself in a green park talking to an old man, a very old man, and the wind from the park was cold, too. Montag hesitated, “Was — was it always like this? I mean, well, once upon a time…” “Once upon a time!” Beatty said.",,,
fahrenheit_035,fahrenheit,,"Later, the men around Montag could not say if they had really seen anything. Perhaps the merest flourish of light and motion in the sky. Perhaps the bombs were there, and the jets, ten miles, five miles, one mile up, for the merest instant, like grain thrown over the heavens by a great sowing hand, and the bombs drifting with dreadful swiftness, yet sudden slowness, down upon the morning city they had left behind. The bombardment was to all intents and purposes finished, once the jets had sighted their target, alerted their bombardiers at five thousand miles an hour; as quick as the whisper of a scythe the war was finished. Once the bomb-release was yanked it was over.",,,
fahrenheit_036,fahrenheit,,"We're not out to incite or anger anyone yet. For if we are destroyed, the knowledge is dead, perhaps for good. We are model citizens, in our own special way; we walk the old tracks, we lie in the hills at night, and the city people let us be. We're stopped and searched occasionally, but there's nothing on our persons to incriminate us. The organization is flexible, very loose, and fragmentary. Some of us have had plastic surgery on our faces and fingerprints. Right now we have a horrible job; we're waiting for the war to begin and, as quickly, end. It's not pleasant, but then we're not in control, we're the odd minority crying in the wilderness. When the war's over, perhaps we can be of some use in the world.” “Do you really think they'll listen then?” “If not, we'll just have to wait.",,,
fahrenheit_037,fahrenheit,,"They see only the blaze, the pretty fire, as you saw it.” “Montag, old men who stay at home, afraid, tending their peanut-brittle bones, have no right to criticize. Yet you almost killed things at the start. I must admit that your blind raging invigorated me. But now — I want you to feel old, I want a little of my cowardice to be distilled in you tonight. The next few hours, when you see Captain Beatty, tiptoe round him, let me hear him for you, let me feel the situation out. Forget the poor, silly women…” “I made them unhappier than they have been in years, I think,” said Montag. “It shocked me to see Mrs. Maybe they're right, maybe it's best not to face things, to run, have fun. I feel guilty —” “No, you mustn't!",,,
fahrenheit_038,fahrenheit,,"The way the clouds moved aside and came back, and the way the stars looked, a million of them swimming between the clouds, like the enemy discs, and the feeling that the sky might fall upon the city and turn it to chalk dust, and the moon go up in red fire; that was how the night felt. Montag walked from the subway with the money in his pocket (he had visited the bank which was open all night and every night with robot tellers in attendance) and as he walked he was listening to the Seashell radio in one car…? We have mobilized a million men. Quick victory is ours if the war comes…"" Music flooded over the voice quickly and it was gone. “Ten million men mobilized,” Faber's voice whispered in his other ear. It's happier.” “Faber?” “Yes?” “I'm not thinking.",,,
fahrenheit_039,fahrenheit,,"The light from the overhead lamps seemed as bright and revealing as the midday sun and just as hot. He listened to the sound of the car picking up speed two blocks away on his right. Its movable headlights jerked back and forth suddenly, and caught at Montag. Montag faltered, got a grip on the books, and forced himself not to freeze. Instinctively he took a few quick, running steps then talked out loud to himself and pulled up to stroll again. He was now half across the street, but the roar from the beetle's engines whined higher as it put on speed. But slow now; slow, quiet, don't turn, don't look, don't seem concerned. The beetle was in high thunder. The beetle came in a single whistling trajectory, fired from an invisible rifle. It was up to 120 m.p.h. It was up to 130 at least.",,,
fahrenheit_040,fahrenheit,,"Her face, turned to him now, was fragile milk crystal with a soft and constant light in it. It was not the hysterical light of electricity but — what? But the strangely comfortable and rare and gently flattering light of the candle. One time, when he was a child, in a power-failure, his mother had found and lit a last candle and there had been a brief hour of rediscovery, of such illumination that space lost its vast dimensions and drew comfortably around them, and they, mother and son, alone, transformed, hoping that the power might not come on again too soon… And then Clarisse McClellan said: “Do you mind if I ask? How long have you worked at being a fireman?” “Since I was twenty, ten years ago.” “Do you ever read any of the books you burn?” He laughed.",,,
fahrenheit_041,fahrenheit,,"Captain Beatty, his poker cards in one pink hand, walked with exaggerated slowness to the phone and ripped out the address when the report was finished. He glanced perfunctorily at it, and shoved it in his pocket. He came back and sat down. “It can wait exactly forty seconds while I take all the money away from you,” said Beatty, happily. Going out of this game?” “Yes.” “Hold on. Well, come to think of it, we can finish this hand later. Just leave your cards face down and hustle the equipment. On the double now.” And Beatty rose up again. I'd hate to think you were coming down with another fever…” “I'll be all right.” “You'll be fine.",,,
fahrenheit_042,fahrenheit,,"He glanced back at the wall. How like a mirror, too, her face. Impossible: for how many people did you know that refracted your own light to you? People were more often — he searched for a simile, found one in his work — torches, blazing away until they whiffed out. How rarely did other people's faces take of you and throw back to you your own expression, your own innermost trembling thought? What incredible power of identification the girl had; she was like the eager watcher of a marionette show, anticipating each flicker of an eyelid, each gesture of his hand, each flick of a finger, the moment before it began. How long had they walked together? Yet how large that time seemed now. How immense a figure she was on the stage before him; what a shadow she threw on the wall with her slender body!",,,
iron_heel_000,iron_heel,,"A little

 less than a hundred years ago, and a little more than six hundred

 years after her death, the confession of Pervaise was discovered in

 the secret archives of the Vatican. It is perhaps well to tell a

 little something about this obscure document, which, in the main, is

 of interest to the historian only. Pervaise was an American, of French descent, who in 1913 A.D., was

    lying in the Tombs Prison, New York City, awaiting trial for

    murder. From his confession we learn that he was not a criminal. In an insane fit of

    jealousy he killed his wife—a very common act in those times. Pervaise was mastered by the fear of death, all of which is

    recounted at length in his confession.",,,
iron_heel_001,iron_heel,,"Twenty-eight hundred of them had been

annihilated in a tremendous series of dynamite explosions in Oregon,

and in a similar manner, a number of train loads, at different times

and places, had been destroyed. So it was that the regular troops

fought for their lives as well as did the farmers. As for the militia, the militia law of 1903 was put into effect, and

the workers of one state were compelled, under pain of death, to shoot

down their comrade-workers in other states. Of course, the militia law

did not work smoothly at first. Many militia officers were murdered,

and many militiamen were executed by drumhead court martial. Ernest’s

prophecy was strikingly fulfilled in the cases of Mr. Both were eligible for the militia, and both were drafted to

serve in the punitive expedition that was despatched from California

against the farmers of Missouri.",,,
iron_heel_002,iron_heel,,"The Iron Heel will not be able to prevent it, and in the end

caste will destroy the Iron Heel. The oligarchs have already developed

caste among themselves; but wait until the favored unions develop

caste. The Iron Heel will use all its power to prevent it, but it will

fail. “In the favored unions are the flower of the American workingmen. They have become members of those unions

through competition for place. Every fit workman in the United States

will be possessed by the ambition to become a member of the favored

unions. The Oligarchy will encourage such ambition and the consequent

competition. Thus will the strong men, who might else be

revolutionists, be won away and their strength used to bolster the

Oligarchy. “On the other hand, the labor castes, the members of the favored

unions, will strive to make their organizations into close

corporations.",,,
iron_heel_003,iron_heel,,"Therefore, against your strength the government will turn

the regular army, the navy, the militia, the police—in short, the whole

organized war machinery of the United States. Where will your strength

be then?”



Dismay sat on their faces, and before they could recover, Ernest struck

again. “Do you remember, not so long ago, when our regular army was only fifty

thousand? Year by year it has been increased until to-day it is three

hundred thousand.”



Again he struck. While you diligently pursued that favorite phantom of

yours, called profits, and moralized about that favorite fetich of

yours, called competition, even greater and more direful things have

been accomplished by combination. There is the militia.”



“It is our strength!” cried Mr.",,,
iron_heel_004,iron_heel,,"Yet during those first days of our love, fear of the future

came often to me when I thought of the violence and impetuosity of his

love-making. No woman was ever blessed

with a gentler, tenderer husband. This gentleness and violence on his

part was a curious blend similar to the one in his carriage of

awkwardness and ease. He never got over it,

and it was delicious. His behavior in our drawing-room reminded me of a

careful bull in a china shop.[1]



 [1] In those days it was still the custom to fill the living rooms

 with bric-a-brac. They had not discovered simplicity of living. Such

 rooms were museums, entailing endless labor to keep clean. The

 dust-demon was the lord of the household. There were a myriad devices

 for catching dust, and only a few devices for getting rid of it.",,,
iron_heel_005,iron_heel,,"In 1835 A.D., the

 General Assembly of the Presbyterian Church resolved that: “_slavery

 is recognized in both the Old and the New Testaments, and is not

 condemned by the authority of God._” The Charleston Baptist

 Association issued the following, in an address, in 1835 A.D.: “_The

 right of masters to dispose of the time of their slaves has been

 distinctly recognized by the Creator of all things, who is surely at

 liberty to vest the right of property over any object whomsoever He

 pleases._” The Rev. Simon, Doctor of Divinity and professor in

 the Randolph-Macon Methodist College of Virginia, wrote: “_Extracts

 from Holy Writ unequivocally assert the right of property in slaves,

 together with the usual incidents to that right. The right to buy and

 sell is clearly stated.",,,
iron_heel_006,iron_heel,,"To escape death he would

    have done anything, and the police agents prepared him by assuring

    him that he could not possibly escape conviction of murder in the

    first degree when his trial came off. In those days, murder in the

    first degree was a capital offense. The guilty man or woman was

    placed in a specially constructed death-chair, and, under the

    supervision of competent physicians, was destroyed by a current of

    electricity. This was called electrocution, and it was very popular

    during that period. Anaesthesia, as a mode of compulsory death, was

    not introduced until later. This man, good at heart but with a ferocious animalism close at the

    surface of his being, lying in jail and expectant of nothing less

    than death, was prevailed upon by the agents of the Iron Heel to

    throw the bomb in the House of Representatives.",,,
iron_heel_007,iron_heel,,"The sun of the small capitalists is

setting. Nor is it in your power even to make

it stand still. You are perishing, and you are doomed to perish utterly

from the face of society. “This is the fiat of evolution. It is the word of God. Primitive man was a puny creature hiding in

the crevices of the rocks. He combined and made war upon his

carnivorous enemies. Primitive man was a

combinative beast, and because of it he rose to primacy over all the

animals. And man has been achieving greater and greater combinations

ever since. It is combination _versus_ competition, a thousand

centuries long struggle, in which competition has always been worsted. Whoso enlists on the side of competition perishes.”



“But the trusts themselves arose out of competition,” Mr. “And the trusts themselves destroyed

competition.",,,
iron_heel_008,iron_heel,,"We had each other for

eighteen precious months, and we were not lonely, for there was always

a coming and going of leaders and comrades—strange voices from the

under-world of intrigue and revolution, bringing stranger tales of

strife and war from all our battle-line. And there was much fun and

delight. We were not mere gloomy conspirators. We toiled hard and

suffered greatly, filled the gaps in our ranks and went on, and through

all the labour and the play and interplay of life and death we found

time to laugh and love. There were artists, scientists, scholars,

musicians, and poets among us; and in that hole in the ground culture

was higher and finer than in the palaces of wonder-cities of the

oligarchs. In truth, many of our comrades toiled at making beautiful

those same palaces and wonder-cities.[2]



 [2] This is not braggadocio on the part of Avis Everhard.",,,
iron_heel_009,iron_heel,,"Descendants of these original colonists

 were for a while inordinately proud of their genealogy; but in time

 the blood became so widely diffused that it ran in the veins

 practically of all Americans. “Ernest was right,” he told me, as soon as he had returned home. “Ernest is a very remarkable young man, and I’d rather see you his wife

than the wife of Rockefeller himself or the King of England.”



“What’s the matter?” I asked in alarm. “The Oligarchy is about to tread upon our faces—yours and mine. Wickson

as much as told me so. He was very kind—for an oligarch. He offered to

reinstate me in the university. What do you think of that? He, Wickson,

a sordid money-grabber, has the power to determine whether I shall or

shall not teach in the university of the state.",,,
iron_heel_000,iron_heel,,"A little

 less than a hundred years ago, and a little more than six hundred

 years after her death, the confession of Pervaise was discovered in

 the secret archives of the Vatican. It is perhaps well to tell a

 little something about this obscure document, which, in the main, is

 of interest to the historian only. Pervaise was an American, of French descent, who in 1913 A.D., was

    lying in the Tombs Prison, New York City, awaiting trial for

    murder. From his confession we learn that he was not a criminal. In an insane fit of

    jealousy he killed his wife—a very common act in those times. Pervaise was mastered by the fear of death, all of which is

    recounted at length in his confession.",,,
iron_heel_001,iron_heel,,"Twenty-eight hundred of them had been

annihilated in a tremendous series of dynamite explosions in Oregon,

and in a similar manner, a number of train loads, at different times

and places, had been destroyed. So it was that the regular troops

fought for their lives as well as did the farmers. As for the militia, the militia law of 1903 was put into effect, and

the workers of one state were compelled, under pain of death, to shoot

down their comrade-workers in other states. Of course, the militia law

did not work smoothly at first. Many militia officers were murdered,

and many militiamen were executed by drumhead court martial. Ernest’s

prophecy was strikingly fulfilled in the cases of Mr. Both were eligible for the militia, and both were drafted to

serve in the punitive expedition that was despatched from California

against the farmers of Missouri.",,,
